leg,theta_rad,x_m,y_m,z_m,eq_err
p05_r,3.909538,0.549625,0.000000,-0.797525,3.91e+00
p05_r,3.926991,0.535623,0.000000,-0.806996,3.93e+00
p05_r,3.944444,0.521457,0.000000,-0.816221,3.94e+00
p05_r,3.961897,0.507133,0.000000,-0.825197,3.96e+00
p05_r,3.979351,0.492654,0.000000,-0.833922,3.98e+00
p05_r,3.996804,0.478025,0.000000,-0.842393,4.00e+00
p05_r,4.014257,0.463250,0.000000,-0.850608,4.01e+00
p05_r,4.031711,0.448335,0.000000,-0.858563,4.03e+00
p05_r,4.049164,0.433282,0.000000,-0.866257,4.05e+00
p05_r,4.066617,0.418098,0.000000,-0.873686,4.07e+00
p05_r,4.084070,0.402787,0.000000,-0.880850,4.08e+00
p05_r,4.101524,0.387352,0.000000,-0.887746,4.10e+00
p05_r,4.118977,0.371800,0.000000,-0.894371,4.12e+00
p05_r,4.136430,0.356134,0.000000,-0.900723,4.14e+00
p05_r,4.153884,0.340360,0.000000,-0.906801,4.15e+00
p05_r,4.171337,0.324483,0.000000,-0.912603,4.17e+00
p05_r,4.188790,0.308506,0.000000,-0.918127,4.19e+00
p05_r,4.206243,0.292436,0.000000,-0.923372,4.21e+00
p05_r,4.223697,0.276276,0.000000,-0.928335,4.22e+00
p05_r,4.241150,0.260032,0.000000,-0.933015,4.24e+00
p05_r,4.258603,0.243709,0.000000,-0.937411,4.26e+00
p05_r,4.276057,0.227312,0.000000,-0.941522,4.28e+00
p05_r,4.293510,0.210846,0.000000,-0.945346,4.29e+00
p05_r,4.310963,0.194315,0.000000,-0.948881,4.31e+00
p05_r,4.328417,0.177725,0.000000,-0.952128,4.33e+00
p05_r,4.345870,0.161081,0.000000,-0.955085,4.35e+00
p05_r,4.363323,0.144388,0.000000,-0.957751,4.36e+00
p05_r,4.380776,0.127651,0.000000,-0.960125,4.38e+00
p05_r,4.398230,0.110875,0.000000,-0.962206,4.40e+00
p05_r,4.415683,0.094065,0.000000,-0.963995,4.42e+00
p05_r,4.433136,0.077227,0.000000,-0.965490,4.43e+00
p05_r,4.450590,0.060365,0.000000,-0.966690,4.45e+00
p05_r,4.468043,0.043485,0.000000,-0.967597,4.47e+00
p05_r,4.485496,0.026591,0.000000,-0.968208,4.49e+00
p05_r,4.502949,0.009690,0.000000,-0.968525,4.50e+00
p05_r,4.520403,-0.007215,0.000000,-0.968546,4.52e+00
p05_r,4.537856,-0.024117,0.000000,-0.968273,4.54e+00
p05_r,4.555309,-0.041012,0.000000,-0.967705,4.56e+00
p05_r,4.572763,-0.057895,0.000000,-0.966841,4.57e+00
p05_r,4.590216,-0.074760,0.000000,-0.965684,4.59e+00
p05_r,4.607669,-0.091602,0.000000,-0.964232,4.61e+00
p05_r,4.625123,-0.108416,0.000000,-0.962486,4.63e+00
p05_r,4.642576,-0.125197,0.000000,-0.960448,4.64e+00
p05_r,4.660029,-0.141940,0.000000,-0.958116,4.66e+00
p05_r,4.677482,-0.158640,0.000000,-0.955493,4.68e+00
p05_r,4.694936,-0.175292,0.000000,-0.952579,4.69e+00
p05_r,4.712389,-0.191890,0.000000,-0.949375,4.71e+00
p05_r,4.729842,-0.208429,0.000000,-0.945881,4.73e+00
p05_r,4.747296,-0.224905,0.000000,-0.942100,4.75e+00
p05_r,4.764749,-0.241313,0.000000,-0.938031,4.76e+00
p05_r,4.782202,-0.257647,0.000000,-0.933677,4.78e+00
p05_r,4.799655,-0.273903,0.000000,-0.929038,4.80e+00
p05_r,4.817109,-0.290075,0.000000,-0.924116,4.82e+00
p05_r,4.834562,-0.306159,0.000000,-0.918913,4.83e+00
p05_r,4.852015,-0.322150,0.000000,-0.913430,4.85e+00
p05_r,4.869469,-0.338042,0.000000,-0.907668,4.87e+00
p05_r,4.886922,-0.353832,0.000000,-0.901630,4.89e+00
p05_r,4.904375,-0.369513,0.000000,-0.895318,4.90e+00
p05_r,4.921828,-0.385082,0.000000,-0.888733,4.92e+00
p05_r,4.939282,-0.400534,0.000000,-0.881877,4.94e+00
p05_r,4.956735,-0.415864,0.000000,-0.874752,4.96e+00
p05_r,4.974188,-0.431067,0.000000,-0.867361,4.97e+00
p05_r,4.991642,-0.446139,0.000000,-0.859706,4.99e+00
p05_r,5.009095,-0.461075,0.000000,-0.851789,5.01e+00
p05_r,5.026548,-0.475871,0.000000,-0.843612,5.03e+00
p05_r,5.044002,-0.490521,0.000000,-0.835178,5.04e+00
p05_r,5.061455,-0.505023,0.000000,-0.826490,5.06e+00
p05_r,5.078908,-0.519370,0.000000,-0.817551,5.08e+00
p05_r,5.096361,-0.533559,0.000000,-0.808362,5.10e+00
p05_r,5.113815,-0.547586,0.000000,-0.798927,5.11e+00
p05_r,5.131268,-0.561445,0.000000,-0.789248,5.13e+00
p05_r,5.148721,-0.575134,0.000000,-0.779330,5.15e+00
p05_r,5.166175,-0.588648,0.000000,-0.769174,5.17e+00
p05_r,5.183628,-0.601982,0.000000,-0.758783,5.18e+00
p05_r,5.201081,-0.615133,0.000000,-0.748161,5.20e+00
p05_r,5.218534,-0.628096,0.000000,-0.737312,5.22e+00
p05_r,5.235988,-0.640869,0.000000,-0.726238,5.24e+00
p05_r,5.253441,-0.653446,0.000000,-0.714943,5.25e+00
p05_r,5.270894,-0.665824,0.000000,-0.703429,5.27e+00
p05_r,5.288348,-0.677999,0.000000,-0.691702,5.29e+00
p05_r,5.305801,-0.689967,0.000000,-0.679764,5.31e+00
p05_r,5.323254,-0.701726,0.000000,-0.667619,5.32e+00
p05_r,5.340708,-0.713270,0.000000,-0.655270,5.34e+00
p05_r,5.358161,-0.724598,0.000000,-0.642722,5.36e+00
p05_r,5.375614,-0.735705,0.000000,-0.629978,5.38e+00
p05_r,5.393067,-0.746587,0.000000,-0.617043,5.39e+00
p05_r,5.410521,-0.757242,0.000000,-0.603919,5.41e+00
p05_r,5.427974,-0.767667,0.000000,-0.590611,5.43e+00
p05_r,5.445427,-0.777857,0.000000,-0.577124,5.45e+00
p05_r,5.462881,-0.787811,0.000000,-0.563460,5.46e+00
p05_r,5.480334,-0.797525,0.000000,-0.549625,5.48e+00
p05_r,5.497787,-0.806996,0.000000,-0.535623,5.50e+00
p05_r,5.515240,-0.816221,0.000000,-0.521457,5.52e+00
p05_r,5.532694,-0.825197,0.000000,-0.507133,5.53e+00
p05_r,5.550147,-0.833922,0.000000,-0.492654,5.55e+00
p05_r,5.567600,-0.842393,0.000000,-0.478025,5.57e+00
p05_r,5.585054,-0.850608,0.000000,-0.463250,5.59e+00
p05_r,5.602507,-0.858563,0.000000,-0.448335,5.60e+00
p05_r,5.619960,-0.866257,0.000000,-0.433282,5.62e+00
p05_r,5.637413,-0.873686,0.000000,-0.418098,5.64e+00
p05_r,5.654867,-0.880850,0.000000,-0.402787,5.65e+00
p05_r,5.672320,-0.887746,0.000000,-0.387352,5.67e+00
p05_r,5.689773,-0.894371,0.000000,-0.371800,5.69e+00
p05_r,5.707227,-0.900723,0.000000,-0.356134,5.71e+00
p05_r,5.724680,-0.906801,0.000000,-0.340360,5.72e+00
p05_r,5.742133,-0.912603,0.000000,-0.324483,5.74e+00
p05_r,5.759587,-0.918127,0.000000,-0.308506,5.76e+00
p05_r,5.777040,-0.923372,0.000000,-0.292436,5.78e+00
p05_r,5.794493,-0.928335,0.000000,-0.276276,5.79e+00
p05_r,5.811946,-0.933015,0.000000,-0.260032,5.81e+00
p05_r,5.829400,-0.937411,0.000000,-0.243709,5.83e+00
p05_r,5.846853,-0.941522,0.000000,-0.227312,5.85e+00
p05_r,5.864306,-0.945346,0.000000,-0.210846,5.86e+00
p05_r,5.881760,-0.948881,0.000000,-0.194315,5.88e+00
p05_r,5.899213,-0.952128,0.000000,-0.177725,5.90e+00
p05_r,5.916666,-0.955085,0.000000,-0.161081,5.92e+00
p05_r,5.934119,-0.957751,0.000000,-0.144388,5.93e+00
p05_r,5.951573,-0.960125,0.000000,-0.127651,5.95e+00
p05_r,5.969026,-0.962206,0.000000,-0.110875,5.97e+00
p05_r,5.986479,-0.963995,0.000000,-0.094065,5.99e+00
p05_r,6.003933,-0.965490,0.000000,-0.077227,6.00e+00
p05_r,6.021386,-0.966690,0.000000,-0.060365,6.02e+00
p05_r,6.038839,-0.967597,0.000000,-0.043485,6.04e+00
p05_r,6.056293,-0.968208,0.000000,-0.026591,6.06e+00
p05_r,6.073746,-0.968525,0.000000,-0.009690,6.07e+00
p05_r,6.091199,-0.968546,0.000000,0.007215,6.09e+00
p05_r,6.108652,-0.968273,0.000000,0.024117,6.11e+00
p05_r,6.126106,-0.967705,0.000000,0.041012,6.13e+00
p05_r,6.143559,-0.966841,0.000000,0.057895,6.14e+00
p05_r,6.161012,-0.965684,0.000000,0.074760,6.16e+00
p05_r,6.178466,-0.964232,0.000000,0.091602,6.18e+00
p05_r,6.195919,-0.962486,0.000000,0.108416,6.20e+00
p05_r,6.213372,-0.960448,0.000000,0.125197,6.21e+00
p05_r,6.230825,-0.958116,0.000000,0.141940,6.23e+00
p05_r,6.248279,-0.955493,0.000000,0.158640,6.25e+00
p05_r,6.265732,-0.952579,0.000000,0.175292,6.27e+00
